component,horizon,shock,response,shock_name,response_name,unrotated,lower,median,upper
total,10,1,4,Supply shock,Inflation,0.03118840796,-0.02369909374,-0.005230955237,0.009995337498
total,10,1,5,Supply shock,Interest rate,0.09583905468,-0.07282509398,-0.0160742352,0.03071473537
total,10,2,1,Demand shock,GDP growth,2.558383791e-05,-0.0004236244285,-0.0001543686728,0.0001094782118
total,10,2,2,Demand shock,Energy demand growth,0.000103986447,-0.0004504224338,-0.0001647025277,0.0001113817846
total,10,2,3,Demand shock,Employment change,1.085552e-05,-0.0004178550883,-0.0001583779959,8.798777017e-05
total,10,2,4,Demand shock,Inflation,0.002978389692,0.01220917901,0.02855003338,0.04210607483
total,10,2,5,Demand shock,Interest rate,0.009152312391,0.03751766285,0.08773157689,0.1293880218
total,10,3,1,Monetary policy shock,GDP growth,5.482478106e-05,-5.03266873e-05,3.858905167e-05,0.0001233483057
total,10,3,2,Monetary policy shock,Energy demand growth,6.534832477e-05,-6.887222428e-05,2.100689075e-05,0.0001169048238
total,10,3,3,Monetary policy shock,Employment change,5.580063154e-05,-4.940925431e-05,2.862473556e-05,0.000106588052
total,10,3,4,Monetary policy shock,Inflation,0.01758916707,-0.001360064103,0.0005153859673,0.003111842861
total,10,3,5,Monetary policy shock,Interest rate,0.05404986195,-0.004179349523,0.001583732776,0.009562401471
total,10,4,1,Unrestricted shock 4,GDP growth,0.000304169802,-0.0003873922373,1.592006532e-05,0.0004028198516
total,10,4,2,Unrestricted shock 4,Energy demand growth,0.0002952641298,-0.0004116809622,1.735541593e-05,0.0004222149852
total,10,4,3,Unrestricted shock 4,Employment change,0.0002761209413,-0.0003763276978,1.208183072e-05,0.0003892014015
total,10,4,4,Unrestricted shock 4,Inflation,0.02946930983,-0.03274904954,-0.0001748995376,0.03277818485
total,10,4,5,Unrestricted shock 4,Interest rate,0.09055642727,-0.10063476,-0.0005374498874,0.1007242901
total,10,5,1,Unrestricted shock 5,GDP growth,3.101667871e-05,-0.0003980518118,3.357164353e-06,0.0003960948551
total,10,5,2,Unrestricted shock 5,Energy demand growth,9.25584548e-06,-0.0004190054848,2.725690526e-06,0.0004177733324
total,10,5,3,Unrestricted shock 5,Employment change,1.507408072e-05,-0.0003887842246,1.418245502e-06,0.0003861452141
total,10,5,4,Unrestricted shock 5,Inflation,0.006699825599,-0.03177967169,-0.0007749893509,0.03287796757
total,10,5,5,Unrestricted shock 5,Interest rate,0.02058793616,-0.09765595273,-0.002381469644,0.101030913
total,11,1,1,Supply shock,GDP growth,-0.0002587503439,-0.0002624456275,-0.0001767620733,-7.36933782e-05
total,11,1,2,Supply shock,Energy demand growth,-0.0002726005226,-0.0002744874183,-0.0001828054564,-7.596174351e-05
total,11,1,3,Supply shock,Employment change,-0.0002549412014,-0.0002522229537,-0.0001677563207,-6.970142154e-05
total,11,1,4,Supply shock,Inflation,0.03118840796,-0.02369909374,-0.005230955237,0.009995337498
total,11,1,5,Supply shock,Interest rate,0.09583905468,-0.07282509398,-0.0160742352,0.03071473537
total,11,2,1,Demand shock,GDP growth,1.23866951e-05,-0.000205102403,-7.473928227e-05,5.300507433e-05
total,11,2,2,Demand shock,Energy demand growth,5.034617631e-05,-0.0002180769505,-7.974253121e-05,5.392670992e-05
total,11,2,3,Demand shock,Employment change,5.255818807e-06,-0.0002023091138,-7.668043994e-05,4.260024183e-05
total,11,2,4,Demand shock,Inflation,0.002978389692,0.01220917901,0.02855003338,0.04210607483
total,11,2,5,Demand shock,Interest rate,0.009152312391,0.03751766285,0.08773157689,0.1293880218
total,11,3,1,Monetary policy shock,GDP growth,2.654401773e-05,-2.436621641e-05,1.868331167e-05,5.972043208e-05
total,11,3,2,Monetary policy shock,Energy demand growth,3.163910658e-05,-3.334524109e-05,1.017071605e-05,5.660074978e-05
total,11,3,3,Monetary policy shock,Employment change,2.701648642e-05,-2.392203119e-05,1.385897898e-05,5.160577181e-05
total,11,3,4,Monetary policy shock,Inflation,0.01758916707,-0.001360064103,0.0005153859673,0.003111842861
total,11,3,5,Monetary policy shock,Interest rate,0.05404986195,-0.004179349523,0.001583732776,0.009562401471
total,11,4,1,Unrestricted shock 4,GDP growth,0.0001472671384,-0.0001875601911,7.707873847e-06,0.0001950296394
total,11,4,2,Unrestricted shock 4,Energy demand growth,0.0001429553597,-0.0001993198431,8.402814553e-06,0.0002044200056
total,11,4,3,Unrestricted shock 4,Employment change,0.0001336869755,-0.0001822031732,5.849550563e-06,0.0001884361178
total,11,4,4,Unrestricted shock 4,Inflation,0.02946930983,-0.03274904954,-0.0001748995376,0.03277818485
total,11,4,5,Unrestricted shock 4,Interest rate,0.09055642727,-0.10063476,-0.0005374498874,0.1007242901
total,11,5,1,Unrestricted shock 5,GDP growth,1.501706443e-05,-0.0001927211408,1.625407861e-06,0.0001917736588
total,11,5,2,Unrestricted shock 5,Energy demand growth,4.481318881e-06,-0.0002028660909,1.319672897e-06,0.0002022695308
total,11,5,3,Unrestricted shock 5,Employment change,7.298281143e-06,-0.000188234137,6.866590804e-07,0.0001869564312
total,11,5,4,Unrestricted shock 5,Inflation,0.006699825599,-0.03177967169,-0.0007749893509,0.03287796757
total,11,5,5,Unrestricted shock 5,Interest rate,0.02058793616,-0.09765595273,-0.002381469644,0.101030913
total,12,1,1,Supply shock,GDP growth,-0.0001252768107,-0.0001270659227,-8.558129221e-05,-3.567945552e-05
total,12,1,2,Supply shock,Energy demand growth,-0.0001319825262,-0.0001328960874,-8.850726228e-05,-3.677770941e-05
total,12,1,3,Supply shock,Employment change,-0.0001234325726,-0.0001221165033,-8.122105854e-05,-3.374670602e-05
total,12,1,4,Supply shock,Inflation,0.03118840796,-0.02369909374,-0.005230955237,0.009995337498
total,12,1,5,Supply shock,Interest rate,0.09583905468,-0.07282509398,-0.0160742352,0.03071473537
total,12,2,1,Demand shock,GDP growth,5.997153989e-06,-9.930257296e-05,-3.618584142e-05,2.56629868e-05
total,12,2,2,Demand shock,Energy demand growth,2.437565223e-05,-0.0001055843421,-3.860821915e-05,2.610920676e-05
total,12,2,3,Demand shock,Employment change,2.544662193e-06,-9.795017143e-05,-3.712567416e-05,2.062537328e-05
total,12,2,4,Demand shock,Inflation,0.002978389692,0.01220917901,0.02855003338,0.04210607483
total,12,2,5,Demand shock,Interest rate,0.009152312391,0.03751766285,0.08773157689,0.1293880218
total,12,3,1,Monetary policy shock,GDP growth,1.285157667e-05,-1.179717033e-05,9.045729806e-06,2.891430074e-05
total,12,3,2,Monetary policy shock,Energy demand growth,1.53184197e-05,-1.614446339e-05,4.924263478e-06,2.740387242e-05
total,12,3,3,Monetary policy shock,Employment change,1.308032756e-05,-1.158211319e-05,6.709976339e-06,2.498549917e-05
total,12,3,4,Monetary policy shock,Inflation,0.01758916707,-0.001360064103,0.0005153859673,0.003111842861
total,12,3,5,Monetary policy shock,Interest rate,0.05404986195,-0.004179349523,0.001583732776,0.009562401471
total,12,4,1,Unrestricted shock 4,GDP growth,7.130099666e-05,-9.080931911e-05,3.731851475e-06,9.442573425e-05
total,12,4,2,Unrestricted shock 4,Energy demand growth,6.921340183e-05,-9.650288331e-05,4.068314622e-06,9.897218281e-05
total,12,4,3,Unrestricted shock 4,Employment change,6.472601219e-05,-8.821566027e-05,2.83212392e-06,9.123340858e-05
total,12,4,4,Unrestricted shock 4,Inflation,0.02946930983,-0.03274904954,-0.0001748995376,0.03277818485
total,12,4,5,Unrestricted shock 4,Interest rate,0.09055642727,-0.10063476,-0.0005374498874,0.1007242901
total,12,5,1,Unrestricted shock 5,GDP growth,7.270676084e-06,-9.330804936e-05,7.869590036e-07,9.284931559e-05
total,12,5,2,Unrestricted shock 5,Energy demand growth,2.169679578e-06,-9.821983798e-05,6.38934075e-07,9.793100689e-05
total,12,5,3,Unrestricted shock 5,Employment change,3.533542685e-06,-9.11356174e-05,3.324535083e-07,9.051700215e-05
total,12,5,4,Unrestricted shock 5,Inflation,0.006699825599,-0.03177967169,-0.0007749893509,0.03287796757
total,12,5,5,Unrestricted shock 5,Interest rate,0.02058793616,-0.09765595273,-0.002381469644,0.101030913
total,13,1,1,Supply shock,GDP growth,-6.065413886e-05,-6.1520357e-05,-4.143511919e-05,-1.727459885e-05
total,13,1,2,Supply shock,Energy demand growth,-6.390078444e-05,-6.434309508e-05,-4.285175962e-05,-1.780633049e-05
total,13,1,3,Supply shock,Employment change,-5.976123082e-05,-5.912404144e-05,-3.932406434e-05,-1.633883703e-05
total,13,1,4,Supply shock,Inflation,0.03118840796,-0.02369909374,-0.005230955237,0.009995337498
total,13,1,5,Supply shock,Interest rate,0.09583905468,-0.07282509398,-0.0160742352,0.03071473537
total,13,2,1,Demand shock,GDP growth,2.903587734e-06,-4.807842742e-05,-1.751977113e-05,1.24250159e-05
total,13,2,2,Demand shock,Energy demand growth,1.180173878e-05,-5.111981471e-05,-1.869259181e-05,1.264105818e-05
total,13,2,3,Demand shock,Employment change,1.232026048e-06,-4.742364742e-05,-1.797480143e-05,9.986000188e-06
total,13,2,4,Demand shock,Inflation,0.002978389692,0.01220917901,0.02855003338,0.04210607483
total,13,2,5,Demand shock,Interest rate,0.009152312391,0.03751766285,0.08773157689,0.1293880218
total,13,3,1,Monetary policy shock,GDP growth,6.222231487e-06,-5.711729118e-06,4.379589078e-06,1.399917513e-05
total,13,3,2,Monetary policy shock,Energy demand growth,7.416580534e-06,-7.816518628e-06,2.384136052e-06,1.326788473e-05
total,13,3,3,Monetary policy shock,Employment change,6.332983732e-06,-5.607606851e-06,3.248708475e-06,1.209700286e-05
total,13,3,4,Monetary policy shock,Inflation,0.01758916707,-0.001360064103,0.0005153859673,0.003111842861
total,13,3,5,Monetary policy shock,Interest rate,0.05404986195,-0.004179349523,0.001583732776,0.009562401471
total,13,4,1,Unrestricted shock 4,GDP growth,3.452115782e-05,-4.396632563e-05,1.806816731e-06,4.571725259e-05
total,13,4,2,Unrestricted shock 4,Energy demand growth,3.351042594e-05,-4.672292704e-05,1.969719046e-06,4.791846541e-05
total,13,4,3,Unrestricted shock 4,Employment change,3.133780713e-05,-4.271057731e-05,1.371203789e-06,4.417165318e-05
total,13,4,4,Unrestricted shock 4,Inflation,0.02946930983,-0.03274904954,-0.0001748995376,0.03277818485
total,13,4,5,Unrestricted shock 4,Interest rate,0.09055642727,-0.10063476,-0.0005374498874,0.1007242901
total,13,5,1,Unrestricted shock 5,GDP growth,3.520177393e-06,-4.517611322e-05,3.810148137e-07,4.495401225e-05
total,13,5,2,Unrestricted shock 5,Energy demand growth,1.050474112e-06,-4.755420943e-05,3.093469246e-07,4.74143687e-05
total,13,5,3,Unrestricted shock 5,Employment change,1.71080336e-06,-4.412430651e-05,1.609610043e-07,4.382479717e-05
total,13,5,4,Unrestricted shock 5,Inflation,0.006699825599,-0.03177967169,-0.0007749893509,0.03287796757
total,13,5,5,Unrestricted shock 5,Interest rate,0.02058793616,-0.09765595273,-0.002381469644,0.101030913
total,14,1,1,Supply shock,GDP growth,-2.93663651e-05,-2.97857541e-05,-2.00612664e-05,-8.363686079e-06
total,14,1,2,Supply shock,Energy demand growth,-3.093826409e-05,-3.115241363e-05,-2.074714837e-05,-8.621129772e-06
total,14,1,3,Supply shock,Employment change,-2.89340539e-05,-2.862555169e-05,-1.90391761e-05,-7.910626753e-06
total,14,1,4,Supply shock,Inflation,0.03118840796,-0.02369909374,-0.005230955237,0.009995337498
total,14,1,5,Supply shock,Interest rate,0.09583905468,-0.07282509398,-0.0160742352,0.03071473537
total,14,2,1,Demand shock,GDP growth,1.405803777e-06,-2.327769679e-05,-8.48238892e-06,6.015707424e-06
total,14,2,2,Demand shock,Energy demand growth,5.713940985e-06,-2.475021773e-05,-9.05022289e-06,6.120306655e-06
total,14,2,3,Demand shock,Employment change,5.964988941e-07,-2.296067788e-05,-8.70269682e-06,4.834831273e-06
total,14,2,4,Demand shock,Inflation,0.002978389692,0.01220917901,0.02855003338,0.04210607483
total,14,2,5,Demand shock,Interest rate,0.009152312391,0.03751766285,0.08773157689,0.1293880218
total,14,3,1,Monetary policy shock,GDP growth,3.012561468e-06,-2.765396159e-06,2.120425981e-06,6.77785384e-06
total,14,3,2,Monetary policy shock,Energy demand growth,3.590818629e-06,-3.784453034e-06,1.154305561e-06,6.423791589e-06
total,14,3,3,Monetary policy shock,Employment change,3.066183379e-06,-2.714984224e-06,1.572897761e-06,5.856896317e-06
total,14,3,4,Monetary policy shock,Inflation,0.01758916707,-0.001360064103,0.0005153859673,0.003111842861
total,14,3,5,Monetary policy shock,Interest rate,0.05404986195,-0.004179349523,0.001583732776,0.009562401471
total,14,4,1,Unrestricted shock 4,GDP growth,1.671379634e-05,-2.12867777e-05,8.747900935e-07,2.213450815e-05
total,14,4,2,Unrestricted shock 4,Energy demand growth,1.622443944e-05,-2.262141644e-05,9.53661032e-07,2.320024943e-05
total,14,4,3,Unrestricted shock 4,Employment change,1.517254227e-05,-2.067879341e-05,6.638833205e-07,2.138618928e-05
total,14,4,4,Unrestricted shock 4,Inflation,0.02946930983,-0.03274904954,-0.0001748995376,0.03277818485
total,14,4,5,Unrestricted shock 4,Interest rate,0.09055642727,-0.10063476,-0.0005374498874,0.1007242901
total,14,5,1,Unrestricted shock 5,GDP growth,1.704332408e-06,-2.18725096e-05,1.844724917e-07,2.176497699e-05
total,14,5,2,Unrestricted shock 5,Energy demand growth,5.085985371e-07,-2.302389091e-05,1.497736989e-07,2.295618549e-05
total,14,5,3,Unrestricted shock 5,Employment change,8.283041692e-07,-2.136326587e-05,7.79310317e-08,2.121825515e-05
total,14,5,4,Unrestricted shock 5,Inflation,0.006699825599,-0.03177967169,-0.0007749893509,0.03287796757
total,14,5,5,Unrestricted shock 5,Interest rate,0.02058793616,-0.09765595273,-0.002381469644,0.101030913
total,15,1,1,Supply shock,GDP growth,-1.421804704e-05,-1.442109881e-05,-9.712881671e-06,-4.049370144e-06
total,15,1,2,Supply shock,Energy demand growth,-1.497909913e-05,-1.508278198e-05,-1.004495893e-05,-4.174014325e-06
total,15,1,3,Supply shock,Employment change,-1.400873884e-05,-1.385937412e-05,-9.218025463e-06,-3.830016513e-06
total,15,1,4,Supply shock,Inflation,0.03118840796,-0.02369909374,-0.005230955237,0.009995337498
total,15,1,5,Supply shock,Interest rate,0.09583905468,-0.07282509398,-0.0160742352,0.03071473537
total,15,2,1,Demand shock,GDP growth,6.806352832e-07,-1.127015164e-05,-4.106841423e-06,2.912570583e-06
total,15,2,2,Demand shock,Energy demand growth,2.766467059e-06,-1.198308877e-05,-4.381764454e-06,2.963213445e-06
total,15,2,3,Demand shock,Employment change,2.888014674e-07,-1.111666347e-05,-4.213505904e-06,2.340836471e-06
total,15,2,4,Demand shock,Inflation,0.002978389692,0.01220917901,0.02855003338,0.04210607483
total,15,2,5,Demand shock,Interest rate,0.009152312391,0.03751766285,0.08773157689,0.1293880218
total,15,3,1,Monetary policy shock,GDP growth,1.458564603e-06,-1.338896814e-06,1.026627443e-06,3.281572111e-06
total,15,3,2,Monetary policy shock,Energy demand growth,1.738534136e-06,-1.832284352e-06,5.588696693e-07,3.110148997e-06
total,15,3,3,Monetary policy shock,Employment change,1.484526238e-06,-1.314489324e-06,7.61535664e-07,2.835680447e-06
total,15,3,4,Monetary policy shock,Inflation,0.01758916707,-0.001360064103,0.0005153859673,0.003111842861
total,15,3,5,Monetary policy shock,Interest rate,0.05404986195,-0.004179349523,0.001583732776,0.009562401471
total,15,4,1,Unrestricted shock 4,GDP growth,8.092167408e-06,-1.030622638e-05,4.235391971e-07,1.071666435e-05
total,15,4,2,Unrestricted shock 4,Energy demand growth,7.855239908e-06,-1.095240633e-05,4.617254251e-07,1.123265465e-05
total,15,4,3,Unrestricted shock 4,Employment change,7.345952382e-06,-1.001186413e-05,3.214263749e-07,1.035435758e-05
total,15,4,4,Unrestricted shock 4,Inflation,0.02946930983,-0.03274904954,-0.0001748995376,0.03277818485
total,15,4,5,Unrestricted shock 4,Interest rate,0.09055642727,-0.10063476,-0.0005374498874,0.1007242901
total,15,5,1,Unrestricted shock 5,GDP growth,8.251711869e-07,-1.058981489e-05,8.931437565e-08,1.053775179e-05
total,15,5,2,Unrestricted shock 5,Energy demand growth,2.462435476e-07,-1.114726875e-05,7.251457539e-08,1.111448843e-05
total,15,5,3,Unrestricted shock 5,Employment change,4.010325281e-07,-1.034325896e-05,3.773116184e-08,1.027305043e-05
total,15,5,4,Unrestricted shock 5,Inflation,0.006699825599,-0.03177967169,-0.0007749893509,0.03287796757
total,15,5,5,Unrestricted shock 5,Interest rate,0.02058793616,-0.09765595273,-0.002381469644,0.101030913
total,16,1,1,Supply shock,GDP growth,-6.883823068e-06,-6.982132806e-06,-4.702597954e-06,-1.96054687e-06
total,16,1,2,Supply shock,Energy demand growth,-7.25229477e-06,-7.302493953e-06,-4.863376794e-06,-2.020894714e-06
total,16,1,3,Supply shock,Employment change,-6.782484214e-06,-6.710167649e-06,-4.463007906e-06,-1.854344409e-06
total,16,1,4,Supply shock,Inflation,0.03118840796,-0.02369909374,-0.005230955237,0.009995337498
total,16,1,5,Supply shock,Interest rate,0.09583905468,-0.07282509398,-0.0160742352,0.03071473537
total,16,2,1,Demand shock,GDP growth,3.295370209e-07,-5.456567252e-06,-1.988372218e-06,1.410152922e-06
total,16,2,2,Demand shock,Energy demand growth,1.339415301e-06,-5.801743565e-06,-2.121479212e-06,1.434672218e-06
total,16,2,3,Demand shock,Employment change,1.39826391e-07,-5.382254274e-06,-2.040014994e-06,1.133341595e-06
total,16,2,4,Demand shock,Inflation,0.002978389692,0.01220917901,0.02855003338,0.04210607483
total,16,2,5,Demand shock,Interest rate,0.009152312391,0.03751766285,0.08773157689,0.1293880218
total,16,3,1,Monetary policy shock,GDP growth,7.061800143e-07,-6.482415446e-07,4.970529117e-07,1.588809049e-06
total,16,3,2,Monetary policy shock,Energy demand growth,8.417303275e-07,-8.871205207e-07,2.705828664e-07,1.505812673e-06
total,16,3,3,Monetary policy shock,Employment change,7.187496241e-07,-6.364243913e-07,3.687058256e-07,1.372925721e-06
total,16,3,4,Monetary policy shock,Inflation,0.01758916707,-0.001360064103,0.0005153859673,0.003111842861
total,16,3,5,Monetary policy shock,Interest rate,0.05404986195,-0.004179349523,0.001583732776,0.009562401471
total,16,4,1,Unrestricted shock 4,GDP growth,3.917911408e-06,-4.989872287e-06,2.050611373e-07,5.188590324e-06
